2017-10-21 11:55:04.278116,27.6970424652,27.8888931274,14.0814399719
2017-10-21 11:55:09.664725,27.6658153534,27.8888931274,14.0910959244
2017-10-21 11:55:15.049213,27.7012462616,27.8888931274,14.1834907532
2017-10-21 11:55:20.434291,27.760887146,27.8888931274,14.108382225
2017-10-21 11:55:25.819001,27.700958252,27.8888931274,14.2175731659
2017-10-21 11:55:31.203487,27.7042980194,27.8888931274,14.3024339676
2017-10-21 11:55:36.586824,27.6391773224,27.8888931274,14.4895420074
2017-10-21 11:55:41.970847,27.6901073456,27.8888931274,14.2563533783
2017-10-21 11:55:47.355440,27.7265586853,27.8888931274,14.2775001526
2017-10-21 11:55:52.740185,27.7947483063,27.8888931274,14.0309867859
2017-10-21 11:55:58.125222,27.7164402008,27.8888931274,14.0969543457
2017-10-21 11:56:03.509898,27.7615699768,27.8888931274,14.0203857422
2017-10-21 11:56:08.894428,27.797750473,27.8888931274,14.0561847687
2017-10-21 11:56:14.294142,27.7983264923,27.8888931274,14.1858005524
2017-10-21 11:56:19.678825,27.8133811951,27.8888931274,14.0789632797
2017-10-21 11:56:25.062764,27.8230457306,27.8888931274,13.7964401245
2017-10-21 11:56:30.462597,27.8236217499,27.8888931274,14.0393238068
2017-10-21 11:56:35.862223,27.8389320374,27.8888931274,14.1031007767
2017-10-21 11:56:41.247222,27.8582229614,27.8888931274,14.0896539688
2017-10-21 11:56:46.646918,27.7910861969,27.8888931274,14.114610672
2017-10-21 11:56:52.031234,27.8464584351,27.8888931274,13.988822937
2017-10-21 11:56:57.415858,27.9956703186,27.8888931274,13.7653236389
2017-10-21 11:57:02.815474,27.8094482422,27.8888931274,13.8891105652
2017-10-21 11:57:08.200506,27.7167129517,27.8888931274,14.1011457443
2017-10-21 11:57:13.584738,27.8965759277,27.8888931274,13.909371376
2017-10-21 11:57:18.969409,27.865732193,27.8888931274,14.0202093124
2017-10-21 11:57:24.369167,27.8420181274,27.8888931274,13.7770233154
2017-10-21 11:57:29.753683,27.7660617828,27.8888931274,13.7468757629
2017-10-21 11:57:35.153976,27.8195762634,27.8888931274,13.5506458282
2017-10-21 11:57:40.537998,27.8601074219,27.8888931274,13.8293170929
2017-10-21 11:57:45.922642,27.8736877441,27.8888931274,13.9717626572
2017-10-21 11:57:51.307163,27.9920578003,27.8888931274,13.7200393677
2017-10-21 11:57:56.706886,27.8601074219,27.8888931274,13.7064428329
2017-10-21 11:58:02.091495,27.7857494354,27.8888931274,13.5187721252
2017-10-21 11:58:07.476096,27.9472007751,27.8888931274,13.1640491486
2017-10-21 11:58:12.860734,27.9933509827,27.8888931274,13.4451141357
2017-10-21 11:58:18.245299,27.8645496368,27.8888931274,13.6432628632
2017-10-21 11:58:23.645031,27.9613742828,27.8888931274,13.2931814194
2017-10-21 11:58:29.043814,27.8923549652,27.8888931274,13.4139509201
2017-10-21 11:58:34.444477,27.8166885376,27.8888931274,13.6921072006
2017-10-21 11:58:39.829133,27.8673477173,27.8888931274,13.5135860443
2017-10-21 11:58:45.213676,27.8559036255,27.8888931274,13.4567050934
2017-10-21 11:58:50.598282,27.9538803101,27.8888931274,13.0702056885
2017-10-21 11:58:55.998038,27.9107494354,27.8888931274,13.3064594269
2017-10-21 11:59:01.393852,27.9291114807,27.8888931274,13.1949529648
2017-10-21 11:59:06.782358,27.8025302887,27.8888931274,13.2404117584
2017-10-21 11:59:12.166955,27.9177017212,27.8888931274,13.0469608307
2017-10-21 11:59:17.551535,27.9065284729,27.8888931274,12.9694261551
2017-10-21 11:59:22.951324,27.936044693,27.8888931274,12.9649658203
2017-10-21 11:59:28.335872,27.8854370117,27.8888931274,12.8964509964
