data_celltemp,data_cellpres,data_co2,data_co2abs,data_h2o,data_h2oabs,data_h2odewpoint,data_ivolt,data_raw_co2_co2ref,data_raw_co2_h2o_h2oref,data_raw_co2_h2o,data_datetimer,data
"5.14112e1","1.00598e2","4.79805e2","9.7324485e-2","1.69419e1","1.0332643e-1","1.49360e1","1.3468017e1","3800911","1922549","","2016-10-05T11:25:39.061041",""
"5.14112e1","1.00621e2","4.79653e2","9.7323894e-2","1.69370e1","1.0332643e-1","1.49349e1","1.3494873e1","3800498","1922599","","2016-10-05T11:25:42.043859",""
"5.14112e1","1.00621e2","4.79660e2","9.7324848e-2","1.69371e1","1.0332691e-1","1.49350e1","1.3501586e1","3800898","1922563","","2016-10-05T11:25:45.037529",""
"5.14112e1","1.00598e2","4.79795e2","9.7323055e-2","1.69418e1","1.0332596e-1","1.49359e1","1.3501586e1","3800494","1922584","","2016-10-05T11:25:48.031615",""
"5.14112e1","1.00621e2","4.79664e2","9.7325439e-2","1.69369e1","1.0332608e-1","1.49348e1","1.3501586e1","3800788","1922628","","2016-10-05T11:25:51.020368",""
"5.14112e1","1.00621e2","4.79661e2","9.7325086e-2","1.69373e1","1.0332798e-1","1.49352e1","1.3494873e1","3800874","1922635","","2016-10-05T11:25:54.015539",""
"5.14112e1","1.00598e2","4.79810e2","9.7325201e-2","1.69428e1","1.0332989e-1","1.49368e1","1.3494873e1","3800689","1922670","","2016-10-05T11:35:57.088047",""
"5.14112e1","1.00598e2","4.79770e2","9.7319602e-2","1.69423e1","1.0332798e-1","1.49363e1","1.3508300e1","3800394","1922551","","2016-10-05T11:36:00.072153",""
"5.14112e1","1.00621e2","4.79622e2","9.7319478e-2","1.69370e1","1.0332643e-1","1.49349e1","1.3508300e1","3800619","1922517","","2016-10-05T11:36:03.063406",""
"5.14112e1","1.00598e2","4.79749e2","9.7316503e-2","1.69421e1","1.0332703e-1","1.49361e1","1.3481445e1","3800412","1922549","","2016-10-05T11:36:06.061972",""
"5.14112e1","1.00576e2","4.79888e2","9.7315425e-2","1.69477e1","1.0332965e-1","1.49378e1","1.3481445e1","3800566","1922601","","2016-10-05T11:36:09.061994",""
"5.14112e1","1.00621e2","4.80057e2","9.7381467e-2","1.69399e1","1.0333883e-1","1.49376e1","1.3494873e1","3800559","1922541","","2016-10-05T11:36:21.057054",""
"5.14112e1","1.00598e2","4.80192e2","9.7379684e-2","1.69447e1","1.0333788e-1","1.49385e1","1.3501586e1","3800572","1922472","","2016-10-05T11:36:24.069723",""
"5.14112e1","1.00621e2","4.80042e2","9.7379322e-2","1.69400e1","1.0333931e-1","1.49377e1","1.3501586e1","3800510","1922549","","2016-10-05T11:36:27.055844",""
"5.14112e1","1.00621e2","4.80059e2","9.7381706e-2","1.69402e1","1.0334014e-1","1.49379e1","1.3508300e1","3800918","1922556","","2016-10-05T11:36:30.048564",""
"5.14112e1","1.00598e2","4.80183e2","9.7378492e-2","1.69449e1","1.0333883e-1","1.49387e1","1.3508300e1","3800468","1922521","","2016-10-05T11:36:33.043634",""
"5.14112e1","1.00621e2","4.80018e2","9.7375984e-2","1.69399e1","1.0333883e-1","1.49376e1","1.3501586e1","3800352","1922537","","2016-10-05T11:36:36.030722",""
"5.14112e1","1.00598e2","4.80159e2","9.7375030e-2","1.69447e1","1.0333824e-1","1.49386e1","1.3501586e1","3800617","1922536","","2016-10-05T11:36:39.021233",""
"5.14112e1","1.00598e2","4.80161e2","9.7375268e-2","1.69445e1","1.0333716e-1","1.49383e1","1.3481445e1","3800740","1922545","","2016-10-05T11:36:42.027469",""
"5.14112e1","1.00576e2","4.80311e2","9.7375631e-2","1.69500e1","1.0333943e-1","1.49400e1","1.3488159e1","3800765","1922671","","2016-10-05T11:46:45.037806",""
"5.14112e1","1.00598e2","4.80149e2","9.7373600e-2","1.69453e1","1.0334074e-1","1.49391e1","1.3488159e1","3800490","1922587","","2016-10-05T11:46:48.038432",""
"5.14112e1","1.00607e2","4.80185e2","9.7386837e-2","1.69502e1","1.0336911e-1","1.49449e1","1.3508300e1","3800530","1922567","","2016-10-05T11:46:57.002604",""
"5.14112e1","1.00585e2","4.80344e2","9.7388505e-2","1.69554e1","1.0337007e-1","1.49462e1","1.3501586e1","3801070","1922679","","2016-10-05T11:46:59.987547",""
"5.14112e1","1.00585e2","4.80359e2","9.7390651e-2","1.69552e1","1.0336923e-1","1.49460e1","1.3488159e1","3800843","1922483","","2016-10-05T11:47:02.981232",""
"5.14112e1","1.00585e2","4.80372e2","9.7392559e-2","1.69551e1","1.0336899e-1","1.49460e1","1.3481445e1","3800777","1922511","","2016-10-05T11:47:05.976780",""
"5.14112e1","1.00562e2","4.80527e2","9.7393512e-2","1.69600e1","1.0336828e-1","1.49470e1","1.3481445e1","3800709","1922583","","2016-10-05T11:47:08.976447",""
"5.14112e1","1.00562e2","4.80506e2","9.7390527e-2","1.69598e1","1.0336780e-1","1.49469e1","1.3488159e1","3800694","1922519","","2016-10-05T11:47:11.971652",""
"5.14112e1","1.00585e2","4.80366e2","9.7391605e-2","1.69554e1","1.0337018e-1","1.49462e1","1.3461303e1","3800617","1922664","","2016-10-05T11:47:14.959155",""
"5.14112e1","1.00562e2","4.80516e2","9.7392082e-2","1.69607e1","1.0337126e-1","1.49476e1","1.3461303e1","3800696","1922508","","2016-10-05T11:47:17.944320",""
"5.14112e1","1.00607e2","4.80214e2","9.7391004e-2","1.69511e1","1.0337293e-1","1.49457e1","1.3488159e1","3800421","1922550","","2016-10-05T11:47:20.927112",""
"5.14112e1","1.00585e2","4.80366e2","9.7391719e-2","1.69558e1","1.0337197e-1","1.49466e1","1.3494873e1","3800785","1922518","","2016-10-05T11:47:23.924559",""
"5.14112e1","1.00585e2","4.80366e2","9.7391719e-2","1.69555e1","1.0337042e-1","1.49463e1","1.3494873e1","3800856","1922567","","2016-10-05T11:47:26.915301",""
"5.14112e1","1.00598e2","4.80381e2","9.7406740e-2","1.69537e1","1.0337603e-1","1.49468e1","1.3481445e1","3801104","1922541","","2016-10-05T11:57:32.998834",""
"5.14112e1","1.00576e2","4.80522e2","9.7405910e-2","1.69585e1","1.0337495e-1","1.49477e1","1.3481445e1","3800905","1922489","","2016-10-05T11:57:35.986139",""
"5.14112e1","1.00576e2","4.80549e2","9.7409601e-2","1.69585e1","1.0337531e-1","1.49478e1","1.3488159e1","3800821","1922614","","2016-10-05T11:57:38.974157",""
"5.14112e1","1.00598e2","4.80368e2","9.7404956e-2","1.69539e1","1.0337674e-1","1.49470e1","1.3488159e1","3800348","1922557","","2016-10-05T11:57:41.966159",""
"5.14112e1","1.00598e2","4.80403e2","9.7409839e-2","1.69534e1","1.0337448e-1","1.49465e1","1.3481445e1","3800941","1922508","","2016-10-05T11:57:44.948254",""
"5.14112e1","1.00598e2","4.80386e2","9.7407455e-2","1.69533e1","1.0337412e-1","1.49464e1","1.3488159e1","3800430","1922584","","2016-10-05T11:57:47.931168",""
"5.14112e1","1.00598e2","4.80354e2","9.7402925e-2","1.69531e1","1.0337340e-1","1.49462e1","1.3488159e1","3800430","1922537","","2016-10-05T11:57:50.923629",""
"5.14112e1","1.00621e2","4.80228e2","9.7405910e-2","1.69480e1","1.0337305e-1","1.49450e1","1.3501586e1","3800847","1922645","","2016-10-05T11:57:53.921859",""
"5.14112e1","1.00621e2","4.80227e2","9.7405786e-2","1.69478e1","1.0337197e-1","1.49448e1","1.3508300e1","3800665","1922553","","2016-10-05T11:57:56.920280",""
"5.14112e1","1.00621e2","4.80219e2","9.7404718e-2","1.69485e1","1.0337483e-1","1.49454e1","1.3508300e1","3800589","1922594","","2016-10-05T11:57:59.902558",""
"5.14112e1","1.00598e2","4.80362e2","9.7404003e-2","1.69537e1","1.0337579e-1","1.49468e1","1.3501586e1","3800762","1922563","","2016-10-05T11:58:02.905638",""
"5.14112e1","1.00607e2","4.80269e2","9.7398872e-2","1.69594e1","1.0340774e-1","1.49533e1","1.3508300e1","3800223","1922508","","2016-10-05T11:58:11.903074",""
"5.14112e1","1.00585e2","4.80408e2","9.7397680e-2","1.69640e1","1.0340631e-1","1.49541e1","1.3488159e1","3800388","1922441","","2016-10-05T11:58:14.896673",""
"5.14112e1","1.00585e2","4.80428e2","9.7400541e-2","1.69644e1","1.0340774e-1","1.49544e1","1.3508300e1","3800869","1922501","","2016-10-05T11:58:17.884902",""
"5.14112e1","1.00585e2","4.80401e2","9.7396726e-2","1.69643e1","1.0340738e-1","1.49543e1","1.3481445e1","3800327","1922497","","2016-10-05T12:08:21.016657",""
"5.14112e1","1.00562e2","4.80547e2","9.7396612e-2","1.69697e1","1.0340940e-1","1.49559e1","1.3481445e1","3800840","1922571","","2016-10-05T12:08:24.028116",""
"5.14112e1","1.00562e2","4.80533e2","9.7394580e-2","1.69695e1","1.0340833e-1","1.49557e1","1.3481445e1","3800526","1922473","","2016-10-05T12:08:27.034337",""
"5.14112e1","1.00585e2","4.80406e2","9.7397441e-2","1.69647e1","1.0340917e-1","1.49547e1","1.3488159e1","3801058","1922544","","2016-10-05T12:08:30.038290",""
"5.14112e1","1.00585e2","4.80410e2","9.7398042e-2","1.69650e1","1.0341048e-1","1.49550e1","1.3481445e1","3800730","1922575","","2016-10-05T12:08:33.054120",""
"5.14112e1","1.00585e2","4.80387e2","9.7394704e-2","1.69648e1","1.0340976e-1","1.49549e1","1.3488159e1","3800479","1922587","","2016-10-05T12:08:36.064302",""
"5.14112e1","1.00585e2","4.80370e2","9.7392320e-2","1.69651e1","1.0341072e-1","1.49551e1","1.3488159e1","3800742","1922539","","2016-10-05T12:08:39.059078",""
"5.14112e1","1.00607e2","4.80249e2","9.7396135e-2","1.69598e1","1.0340940e-1","1.49537e1","1.3494873e1","3800806","1922507","","2016-10-05T12:08:42.059125",""
"5.14112e1","1.00571e2","4.80384e2","9.7381467e-2","1.69749e1","1.0343921e-1","1.49620e1","1.3501586e1","3800142","1922401","","2016-10-05T12:08:54.082744",""
"5.14112e1","1.00571e2","4.80371e2","9.7379560e-2","1.69754e1","1.0344111e-1","1.49624e1","1.3494873e1","3800445","1922426","","2016-10-05T12:08:57.098914",""
"5.14112e1","1.00593e2","4.80230e2","9.7380514e-2","1.69704e1","1.0344123e-1","1.49613e1","1.3508300e1","3800724","1922432","","2016-10-05T12:09:00.132348",""
"5.14112e1","1.00571e2","4.80357e2","9.7377653e-2","1.69757e1","1.0344254e-1","1.49627e1","1.3508300e1","3800193","1922493","","2016-10-05T12:09:03.180143",""
"5.14112e1","1.00593e2","4.80217e2","9.7378730e-2","1.69709e1","1.0344338e-1","1.49618e1","1.3508300e1","3800724","1922541","","2016-10-05T12:09:06.190759",""
"5.14112e1","1.00571e2","4.80364e2","9.7378606e-2","1.69756e1","1.0344219e-1","1.49626e1","1.3474731e1","3800808","1922441","","2016-10-05T12:19:09.431930",""
"5.14112e1","1.00571e2","4.80341e2","9.7375392e-2","1.69758e1","1.0344302e-1","1.49628e1","1.3481445e1","3800062","1922400","","2016-10-05T12:19:12.448971",""
"5.14112e1","1.00571e2","4.80323e2","9.7372770e-2","1.69759e1","1.0344338e-1","1.49629e1","1.3488159e1","3800292","1922483","","2016-10-05T12:19:15.463404",""
"5.14112e1","1.00571e2","4.80337e2","9.7374792e-2","1.69760e1","1.0344362e-1","1.49629e1","1.3481445e1","3800448","1922469","","2016-10-05T12:19:18.459927",""
"5.14112e1","1.00571e2","4.80356e2","9.7377538e-2","1.69758e1","1.0344290e-1","1.49628e1","1.3488159e1","3800514","1922460","","2016-10-05T12:19:21.456238",""
"5.14112e1","1.00543e2","4.80245e2","9.7335815e-2","1.69908e1","1.0347986e-1","1.49722e1","1.3474731e1","3800237","1922441","","2016-10-05T12:19:30.481361",""
"5.14112e1","1.00566e2","4.80102e2","9.7336530e-2","1.69855e1","1.0347855e-1","1.49708e1","1.3481445e1","3800476","1922380","","2016-10-05T12:19:33.492286",""
"5.14112e1","1.00566e2","4.80093e2","9.7335214e-2","1.69858e1","1.0347986e-1","1.49711e1","1.3508300e1","3800174","1922365","","2016-10-05T12:19:36.490287",""
"5.14112e1","1.00543e2","4.80224e2","9.7332830e-2","1.69908e1","1.0348010e-1","1.49723e1","1.3508300e1","3800102","1922375","","2016-10-05T12:19:39.497140",""
"5.14112e1","1.00543e2","4.80224e2","9.7332830e-2","1.69912e1","1.0348165e-1","1.49726e1","1.3508300e1","3800576","1922332","","2016-10-05T12:19:42.505749",""
"5.14112e1","1.00543e2","4.80227e2","9.7333307e-2","1.69912e1","1.0348165e-1","1.49726e1","1.3508300e1","3800082","1922323","","2016-10-05T12:19:45.504649",""
"5.14112e1","1.00566e2","4.80091e2","9.7334861e-2","1.69866e1","1.0348331e-1","1.49719e1","1.3488159e1","3800558","1922376","","2016-10-05T12:19:48.509895",""
"5.14112e1","1.00566e2","4.80067e2","9.7331523e-2","1.69864e1","1.0348260e-1","1.49717e1","1.3488159e1","3800153","1922358","","2016-10-05T12:19:51.510328",""
"5.14112e1","1.00566e2","4.80086e2","9.7334260e-2","1.69864e1","1.0348248e-1","1.49717e1","1.3488159e1","3800541","1922275","","2016-10-05T12:19:54.512151",""
"5.14112e1","1.00543e2","4.80250e2","9.7336645e-2","1.69919e1","1.0348439e-1","1.49732e1","1.3481445e1","3800275","1922371","","2016-10-05T12:29:57.604164",""
"5.14112e1","1.00521e2","4.80405e2","9.7337722e-2","1.69969e1","1.0348451e-1","1.49744e1","1.3481445e1","3800674","1922337","","2016-10-05T12:30:00.603179",""
"5.14112e1","1.00521e2","4.80412e2","9.7338676e-2","1.69972e1","1.0348570e-1","1.49747e1","1.3488159e1","3800206","1922386","","2016-10-05T12:30:03.598489",""
"5.14112e1","1.00566e2","4.79977e2","9.7318763e-2","1.69991e1","1.0353565e-1","1.49833e1","1.3488159e1","3799798","1922148","","2016-10-05T12:30:12.595647",""
"5.14112e1","1.00566e2","4.79958e2","9.7316141e-2","1.69990e1","1.0353541e-1","1.49832e1","1.3474731e1","3799779","1922145","","2016-10-05T12:30:15.591677",""
"5.14112e1","1.00543e2","4.80080e2","9.7312564e-2","1.70040e1","1.0353529e-1","1.49843e1","1.3508300e1","3799986","1922182","","2016-10-05T12:30:18.586641",""
"5.14112e1","1.00566e2","4.79922e2","9.7311019e-2","1.69990e1","1.0353541e-1","1.49832e1","1.3501586e1","3799788","1922230","","2016-10-05T12:30:21.580252",""
"5.14112e1","1.00543e2","4.80103e2","9.7315788e-2","1.70039e1","1.0353493e-1","1.49842e1","1.3508300e1","3800185","1922172","","2016-10-05T12:30:24.573131",""
"5.14112e1","1.00543e2","4.80124e2","9.7318763e-2","1.70040e1","1.0353529e-1","1.49843e1","1.3488159e1","3800364","1922253","","2016-10-05T12:30:27.563040",""
"5.14112e1","1.00543e2","4.80115e2","9.7317457e-2","1.70035e1","1.0353302e-1","1.49838e1","1.3481445e1","3799632","1922089","","2016-10-05T12:30:30.547806",""
"5.14112e1","1.00521e2","4.80267e2","9.7318172e-2","1.70081e1","1.0353136e-1","1.49846e1","1.3481445e1","3799886","1921988","","2016-10-05T12:30:33.548688",""
"5.14112e1","1.00521e2","4.80246e2","9.7315187e-2","1.70088e1","1.0353446e-1","1.49853e1","1.3488159e1","3799803","1922362","","2016-10-05T12:30:36.545700",""
"5.14112e1","1.00521e2","4.80260e2","9.7317094e-2","1.70086e1","1.0353350e-1","1.49851e1","1.3481445e1","3800545","1922258","","2016-10-05T12:30:39.539041",""
"5.14112e1","1.00566e2","4.79964e2","9.7316980e-2","1.69986e1","1.0353374e-1","1.49828e1","1.3488159e1","3800006","1922167","","2016-10-05T12:30:42.533488",""
"5.14112e1","1.00566e2","4.79987e2","9.7320194e-2","1.69986e1","1.0353350e-1","1.49828e1","1.3488159e1","3800223","1922304","","2016-10-05T12:40:45.610272",""
"5.14112e1","1.00552e2","4.79775e2","9.7277278e-2","1.70159e1","1.0359323e-1","1.49965e1","1.3508300e1","3799924","1922119","","2016-10-05T12:40:54.608022",""
"5.14112e1","1.00530e2","4.79888e2","9.7272396e-2","1.70211e1","1.0359394e-1","1.49978e1","1.3515014e1","3799814","1922217","","2016-10-05T12:40:57.614700",""
"5.14112e1","1.00530e2","4.79885e2","9.7271919e-2","1.70210e1","1.0359358e-1","1.49977e1","1.3508300e1","3799770","1922128","","2016-10-05T12:41:00.603365",""
"5.14112e1","1.00530e2","4.79860e2","9.7268457e-2","1.70211e1","1.0359418e-1","1.49978e1","1.3481445e1","3799801","1922209","","2016-10-05T12:41:03.607084",""
"5.14112e1","1.00530e2","4.79890e2","9.7272634e-2","1.70208e1","1.0359299e-1","1.49976e1","1.3488159e1","3800133","1922180","","2016-10-05T12:41:06.611928",""
"5.14112e1","1.00530e2","4.79879e2","9.7271080e-2","1.70210e1","1.0359370e-1","1.49977e1","1.3488159e1","3800081","1922211","","2016-10-05T12:41:09.602680",""
"5.14112e1","1.00543e2","4.79768e2","9.7268218e-2","1.70180e1","1.0359406e-1","1.49971e1","1.3461303e1","3800355","1922276","","2016-10-05T12:41:12.591386",""
"5.14112e1","1.00543e2","4.79795e2","9.7272157e-2","1.70179e1","1.0359358e-1","1.49970e1","1.3468017e1","3800257","1922218","","2016-10-05T12:41:15.581056",""
"5.14112e1","1.00530e2","4.79883e2","9.7271680e-2","1.70209e1","1.0359311e-1","1.49976e1","1.3494873e1","3799850","1922224","","2016-10-05T12:41:18.581494",""
"5.14112e1","1.00530e2","4.79853e2","9.7267389e-2","1.70212e1","1.0359430e-1","1.49979e1","1.3494873e1","3799751","1922181","","2016-10-05T12:41:21.575246",""
"5.14112e1","1.00552e2","4.79701e2","9.7266788e-2","1.70162e1","1.0359466e-1","1.49968e1","1.3501586e1","3800124","1922144","","2016-10-05T12:41:24.561850",""
"5.14112e1","1.00530e2","4.79855e2","9.7267742e-2","1.70214e1","1.0359537e-1","1.49981e1","1.3494873e1","3800162","1922123","","2016-10-05T12:41:27.561471",""
"5.14112e1","1.00530e2","4.79957e2","9.7282171e-2","1.70221e1","1.0359847e-1","1.49988e1","1.3488159e1","3800026","1922205","","2016-10-05T12:51:36.564701",""
"5.14112e1","1.00552e2","4.79811e2","9.7282409e-2","1.70173e1","1.0359895e-1","1.49977e1","1.3494873e1","3799963","1922189","","2016-10-05T12:51:39.573355",""
"5.14112e1","1.00552e2","4.79841e2","9.7286701e-2","1.70175e1","1.0359978e-1","1.49979e1","1.3501586e1","3800213","1922159","","2016-10-05T12:51:42.578763",""
"5.14112e1","1.00530e2","4.79972e2","9.7284317e-2","1.70218e1","1.0359692e-1","1.49984e1","1.3508300e1","3799560","1922118","","2016-10-05T12:51:45.579058",""
"5.14112e1","1.00574e2","4.79686e2","9.7285623e-2","1.70117e1","1.0359644e-1","1.49961e1","1.3508300e1","3799898","1922146","","2016-10-05T12:51:48.580084",""
"5.14112e1","1.00552e2","4.79819e2","9.7283477e-2","1.70164e1","1.0359549e-1","1.49970e1","1.3508300e1","3799876","1922078","","2016-10-05T12:51:51.594259",""
"5.14112e1","1.00530e2","4.79966e2","9.7283477e-2","1.70214e1","1.0359525e-1","1.49981e1","1.3508300e1","3800085","1922195","","2016-10-05T12:51:54.596866",""
"5.14112e1","1.00552e2","4.79793e2","9.7279787e-2","1.70158e1","1.0359275e-1","1.49964e1","1.3508300e1","3799707","1922109","","2016-10-05T12:51:57.615456",""
"5.14112e1","1.00552e2","4.79806e2","9.7281694e-2","1.70155e1","1.0359168e-1","1.49962e1","1.3508300e1","3799808","1922086","","2016-10-05T12:52:00.622021",""
"5.14112e1","1.00530e2","4.79940e2","9.7279787e-2","1.70204e1","1.0359108e-1","1.49972e1","1.3481445e1","3799787","1922157","","2016-10-05T12:52:03.636187",""
"5.14112e1","1.00538e2","4.79418e2","9.7213621e-2","1.70331e1","1.0365223e-1","1.50100e1","1.3494873e1","3799917","1922210","","2016-10-05T12:52:12.625010",""
"5.14112e1","1.00516e2","4.79582e2","9.7216005e-2","1.70376e1","1.0365021e-1","1.50107e1","1.3508300e1","3800181","1922136","","2016-10-05T12:52:15.622169",""
"5.14112e1","1.00538e2","4.79427e2","9.7214813e-2","1.70329e1","1.0365140e-1","1.50099e1","1.3508300e1","3799944","1922233","","2016-10-05T12:52:18.632597",""
"5.14112e1","1.00538e2","4.79416e2","9.7213268e-2","1.70331e1","1.0365235e-1","1.50101e1","1.3488159e1","3799556","1922129","","2016-10-05T13:02:21.691655",""
"5.14112e1","1.00516e2","4.79536e2","9.7209453e-2","1.70383e1","1.0365307e-1","1.50114e1","1.3488159e1","3799688","1922137","","2016-10-05T13:02:24.686501",""
"5.14112e1","1.00516e2","4.79539e2","9.7209930e-2","1.70381e1","1.0365235e-1","1.50112e1","1.3488159e1","3800037","1922035","","2016-10-05T13:02:27.693516",""
"5.14112e1","1.00516e2","4.79536e2","9.7209453e-2","1.70384e1","1.0365355e-1","1.50115e1","1.3481445e1","3800431","1922166","","2016-10-05T13:02:30.697587",""
"5.14112e1","1.00516e2","4.79551e2","9.7211599e-2","1.70382e1","1.0365295e-1","1.50113e1","1.3488159e1","3800049","1922061","","2016-10-05T13:02:33.719739",""
"5.14112e1","1.00516e2","4.79529e2","9.7208499e-2","1.70382e1","1.0365271e-1","1.50113e1","1.3488159e1","3799395","1922161","","2016-10-05T13:02:36.738130",""
"5.14112e1","1.00516e2","4.79545e2","9.7210760e-2","1.70385e1","1.0365402e-1","1.50116e1","1.3488159e1","3799835","1922117","","2016-10-05T13:02:39.739694",""
"5.14112e1","1.00538e2","4.79386e2","9.7208976e-2","1.70333e1","1.0365307e-1","1.50102e1","1.3494873e1","3799824","1922035","","2016-10-05T13:02:42.734124",""
"5.14112e1","1.00538e2","4.79379e2","9.7208023e-2","1.70332e1","1.0365271e-1","1.50101e1","1.3501586e1","3799616","1922131","","2016-10-05T13:02:45.728030",""
"5.14112e1","1.00489e2","4.79496e2","9.7177982e-2","1.70599e1","1.0371780e-1","1.50269e1","1.3488159e1","3799248","1922085","","2016-10-05T13:02:57.718914",""
"5.14112e1","1.00511e2","4.79349e2","9.7178096e-2","1.70551e1","1.0371863e-1","1.50259e1","1.3481445e1","3799459","1922072","","2016-10-05T13:03:00.712765",""
"5.14112e1","1.00466e2","4.79636e2","9.7177028e-2","1.70655e1","1.0372006e-1","1.50285e1","1.3481445e1","3799909","1922180","","2016-10-05T13:03:03.709468",""
"5.14112e1","1.00466e2","4.79631e2","9.7176313e-2","1.70651e1","1.0371851e-1","1.50281e1","1.3488159e1","3800089","1921995","","2016-10-05T13:03:06.731389",""
"5.14112e1","1.00489e2","4.79501e2","9.7178697e-2","1.70597e1","1.0371685e-1","1.50266e1","1.3481445e1","3799569","1922022","","2016-10-05T13:13:09.826202",""
"5.14112e1","1.00489e2","4.79485e2","9.7176551e-2","1.70595e1","1.0371613e-1","1.50265e1","1.3488159e1","3799865","1922121","","2016-10-05T13:13:12.828558",""
"5.14112e1","1.00511e2","4.79357e2","9.7179174e-2","1.70546e1","1.0371673e-1","1.50255e1","1.3481445e1","3799762","1922082","","2016-10-05T13:13:15.821038",""
"5.14112e1","1.00489e2","4.79481e2","9.7175836e-2","1.70597e1","1.0371685e-1","1.50266e1","1.3494873e1","3799402","1921989","","2016-10-05T13:13:18.812639",""
"5.14112e1","1.00511e2","4.79348e2","9.7177982e-2","1.70546e1","1.0371661e-1","1.50255e1","1.3501586e1","3799792","1921961","","2016-10-05T13:13:21.809206",""
"5.14112e1","1.00489e2","4.79515e2","9.7180719e-2","1.70601e1","1.0371840e-1","1.50270e1","1.3515014e1","3799842","1922164","","2016-10-05T13:13:24.805360",""
"5.14112e1","1.00497e2","4.79376e2","9.7169160e-2","1.70774e1","1.0379886e-1","1.50440e1","1.3515014e1","3800006","1922078","","2016-10-05T13:13:33.803234",""
"5.14112e1","1.00461e2","4.79638e2","9.7172498e-2","1.70856e1","1.0379922e-1","1.50460e1","1.3501586e1","3799932","1922089","","2016-10-05T13:13:36.802907",""
"5.14112e1","1.00483e2","4.79474e2","9.7170228e-2","1.70807e1","1.0379993e-1","1.50450e1","1.3501586e1","3799829","1922054","","2016-10-05T13:13:39.795293",""
"5.14112e1","1.00461e2","4.79608e2","9.7168321e-2","1.70857e1","1.0379970e-1","1.50461e1","1.3508300e1","3799771","1922047","","2016-10-05T13:13:42.803372",""
"5.14112e1","1.00475e2","4.79519e2","9.7168560e-2","1.70824e1","1.0379910e-1","1.50452e1","1.3488159e1","3799724","1922013","","2016-10-05T13:13:45.812136",""
"5.14112e1","1.00475e2","4.79524e2","9.7169275e-2","1.70824e1","1.0379886e-1","1.50452e1","1.3488159e1","3799833","1922057","","2016-10-05T13:13:48.803282",""
"5.14112e1","1.00453e2","4.79671e2","9.7169275e-2","1.70875e1","1.0379922e-1","1.50464e1","1.3468017e1","3800077","1922114","","2016-10-05T13:13:51.795889",""
"5.14112e1","1.00475e2","4.79523e2","9.7169160e-2","1.70824e1","1.0379886e-1","1.50452e1","1.3468017e1","3800215","1922080","","2016-10-05T13:13:54.785355",""
"5.14112e1","1.00453e2","4.79657e2","9.7167253e-2","1.70875e1","1.0379922e-1","1.50464e1","1.3488159e1","3799356","1922007","","2016-10-05T13:23:57.789131",""
"5.14112e1","1.00497e2","4.79374e2","9.7168922e-2","1.70779e1","1.0380101e-1","1.50445e1","1.3488159e1","3799888","1922217","","2016-10-05T13:24:00.779390",""
"5.14112e1","1.00497e2","4.79384e2","9.7170352e-2","1.70779e1","1.0380113e-1","1.50445e1","1.3488159e1","3799925","1922063","","2016-10-05T13:24:03.772213",""
"5.14112e1","1.00483e2","4.79220e2","9.7134227e-2","1.71006e1","1.0388290e-1","1.50630e1","1.3474731e1","3799823","1922018","","2016-10-05T13:24:12.766930",""
"5.14112e1","1.00483e2","4.79222e2","9.7134590e-2","1.71000e1","1.0388040e-1","1.50625e1","1.3481445e1","3799435","1921964","","2016-10-05T13:24:15.772004",""
"5.14112e1","1.00483e2","4.79203e2","9.7131843e-2","1.71002e1","1.0388135e-1","1.50627e1","1.3508300e1","3799712","1922107","","2016-10-05T13:24:18.786976",""
"5.14112e1","1.00483e2","4.79206e2","9.7132205e-2","1.71001e1","1.0388112e-1","1.50626e1","1.3508300e1","3799690","1921965","","2016-10-05T13:24:21.790992",""
"5.14112e1","1.00483e2","4.79213e2","9.7133274e-2","1.71006e1","1.0388326e-1","1.50631e1","1.3508300e1","3800141","1922172","","2016-10-05T13:24:24.788550",""
"5.14112e1","1.00461e2","4.79342e2","9.7130651e-2","1.71054e1","1.0388207e-1","1.50640e1","1.3515014e1","3799735","1922052","","2016-10-05T13:24:27.811991",""
"5.14112e1","1.00461e2","4.79352e2","9.7132081e-2","1.71061e1","1.0388517e-1","1.50647e1","1.3494873e1","3799841","1921951","","2016-10-05T13:24:30.819224",""
"5.14112e1","1.00461e2","4.79347e2","9.7131366e-2","1.71065e1","1.0388660e-1","1.50650e1","1.3488159e1","3799707","1922034","","2016-10-05T13:24:33.826227",""
"5.14112e1","1.00461e2","4.79334e2","9.7129583e-2","1.71060e1","1.0388469e-1","1.50645e1","1.3488159e1","3799815","1922010","","2016-10-05T13:24:36.835546",""
"5.14112e1","1.00461e2","4.79315e2","9.7126836e-2","1.71058e1","1.0388398e-1","1.50644e1","1.3488159e1","3799783","1921983","","2016-10-05T13:24:39.833748",""
"5.14112e1","1.00461e2","4.79308e2","9.7125768e-2","1.71060e1","1.0388481e-1","1.50646e1","1.3488159e1","3799800","1922055","","2016-10-05T13:24:42.835861",""
"5.14112e1","1.00461e2","4.79300e2","9.7124691e-2","1.71061e1","1.0388517e-1","1.50647e1","1.3488159e1","3799779","1922049","","2016-10-05T13:34:45.948434",""
"5.14112e1","1.00470e2","4.78876e2","9.7072477e-2","1.71203e1","1.0395240e-1","1.50788e1","1.3508300e1","3800000","1922115","","2016-10-05T13:34:54.966000",""
