data_celltemp,data_cellpres,data_co2,data_co2abs,data_h2o,data_h2oabs,data_h2odewpoint,data_ivolt,data_raw_co2_co2ref,data_raw_co2_h2o_h2oref,data_raw_co2_h2o,data_datetimer,data
"5.14112e1","1.00489e2","4.43491e2","9.1983079e-2","1.99311e1","1.1532759e-1","1.74669e1","1.3481445e1","3800424","1925656","","2016-10-01T06:46:09.274633",""
"5.14112e1","1.00489e2","4.43476e2","9.1980810e-2","1.99308e1","1.1532652e-1","1.74667e1","1.3481445e1","3799919","1925655","","2016-10-01T06:46:15.255274",""
"5.14112e1","1.00511e2","4.43318e2","9.1977357e-2","1.99255e1","1.1532902e-1","1.74660e1","1.3488159e1","3799982","1925598","","2016-10-01T06:46:21.237022",""
"5.14112e1","1.00494e2","4.43481e2","9.1986055e-2","1.99047e1","1.1522996e-1","1.74468e1","1.3461303e1","3800592","1925808","","2016-10-01T06:46:39.190353",""
"5.14112e1","1.00516e2","4.43329e2","9.1983432e-2","1.98992e1","1.1523163e-1","1.74459e1","1.3481445e1","3799445","1925564","","2016-10-01T06:46:45.171631",""
"5.14112e1","1.00516e2","4.43333e2","9.1984148e-2","1.98990e1","1.1523056e-1","1.74457e1","1.3481445e1","3799990","1925657","","2016-10-01T06:46:51.147926",""
"5.14112e1","1.00494e2","4.43493e2","9.1987724e-2","1.99053e1","1.1523222e-1","1.74472e1","1.3481445e1","3800491","1925650","","2016-10-01T06:56:57.212548",""
"5.14112e1","1.00516e2","4.43355e2","9.1987247e-2","1.98989e1","1.1523032e-1","1.74457e1","1.3488159e1","3799860","1925617","","2016-10-01T06:57:03.191473",""
"5.14112e1","1.00516e2","4.43360e2","9.1988086e-2","1.98984e1","1.1522829e-1","1.74452e1","1.3488159e1","3800108","1925454","","2016-10-01T06:57:09.169835",""
"5.14112e1","1.00516e2","4.43347e2","9.1986179e-2","1.98979e1","1.1522662e-1","1.74449e1","1.3494873e1","3800104","1925583","","2016-10-01T06:57:15.147841",""
"5.14112e1","1.00538e2","4.43221e2","9.1987371e-2","1.98920e1","1.1522638e-1","1.74437e1","1.3494873e1","3800114","1925565","","2016-10-01T06:57:21.133332",""
"5.14112e1","1.00516e2","4.43364e2","9.1988677e-2","1.98978e1","1.1522614e-1","1.74448e1","1.3501586e1","3800245","1925656","","2016-10-01T06:57:27.126020",""
"5.14112e1","1.00538e2","4.43222e2","9.1987609e-2","1.98920e1","1.1522662e-1","1.74437e1","1.3501586e1","3799973","1925671","","2016-10-01T06:57:33.110770",""
"5.14112e1","1.00538e2","4.43223e2","9.1987724e-2","1.98925e1","1.1522829e-1","1.74440e1","1.3508300e1","3800297","1925765","","2016-10-01T06:57:39.089378",""
"5.14112e1","1.00530e2","4.43059e2","9.1955537e-2","1.98663e1","1.1511695e-1","1.74218e1","1.3474731e1","3800418","1925710","","2016-10-01T06:57:51.049897",""
"5.14112e1","1.00508e2","4.43177e2","9.1953039e-2","1.98723e1","1.1511743e-1","1.74231e1","1.3481445e1","3800137","1925689","","2016-10-01T06:57:57.035543",""
"5.14112e1","1.00552e2","4.42899e2","9.1951723e-2","1.98599e1","1.1511492e-1","1.74202e1","1.3481445e1","3799653","1925561","","2016-10-01T06:58:03.018780",""
"5.14112e1","1.00530e2","4.43044e2","9.1953277e-2","1.98657e1","1.1511456e-1","1.74214e1","1.3494873e1","3799822","1925626","","2016-10-01T06:58:08.997239",""
"5.14112e1","1.00530e2","4.43062e2","9.1955900e-2","1.98658e1","1.1511504e-1","1.74215e1","1.3494873e1","3799968","1925597","","2016-10-01T06:58:14.981492",""
"5.14112e1","1.00552e2","4.42904e2","9.1952438e-2","1.98603e1","1.1511647e-1","1.74206e1","1.3501586e1","3799975","1925696","","2016-10-01T06:58:20.963511",""
"5.14112e1","1.00552e2","4.42876e2","9.1948385e-2","1.98609e1","1.1511874e-1","1.74210e1","1.3501586e1","3799896","1925564","","2016-10-01T06:58:26.944966",""
"5.14112e1","1.00552e2","4.42866e2","9.1946840e-2","1.98607e1","1.1511826e-1","1.74209e1","1.3481445e1","3799906","1925636","","2016-10-01T07:08:33.016219",""
"5.14112e1","1.00530e2","4.42982e2","9.1944093e-2","1.98663e1","1.1511695e-1","1.74218e1","1.3501586e1","3800400","1925742","","2016-10-01T07:08:39.003133",""
"5.14112e1","1.00530e2","4.42990e2","9.1945285e-2","1.98664e1","1.1511754e-1","1.74220e1","1.3501586e1","3800563","1925700","","2016-10-01T07:08:44.981263",""
"5.14112e1","1.00566e2","4.42663e2","9.1928720e-2","1.98324e1","1.1502146e-1","1.74005e1","1.3501586e1","3800280","1925695","","2016-10-01T07:08:56.941054",""
"5.14112e1","1.00543e2","4.42796e2","9.1928482e-2","1.98385e1","1.1502218e-1","1.74018e1","1.3501586e1","3799955","1925666","","2016-10-01T07:09:02.919031",""
"5.14112e1","1.00566e2","4.42689e2","9.1932649e-2","1.98325e1","1.1502194e-1","1.74006e1","1.3508300e1","3800238","1925684","","2016-10-01T07:09:08.905668",""
"5.14112e1","1.00543e2","4.42809e2","9.1930503e-2","1.98381e1","1.1502087e-1","1.74016e1","1.3501586e1","3799887","1925596","","2016-10-01T07:09:14.888840",""
"5.14112e1","1.00566e2","4.42680e2","9.1931219e-2","1.98324e1","1.1502146e-1","1.74005e1","1.3501586e1","3800040","1925613","","2016-10-01T07:09:20.865128",""
"5.14112e1","1.00566e2","4.42675e2","9.1930627e-2","1.98323e1","1.1502122e-1","1.74004e1","1.3508300e1","3800086","1925707","","2016-10-01T07:09:26.841819",""
"5.14112e1","1.00543e2","4.42801e2","9.1929311e-2","1.98386e1","1.1502277e-1","1.74019e1","1.3481445e1","3799884","1925643","","2016-10-01T07:09:32.819052",""
"5.14112e1","1.00499e2","4.43073e2","9.1929674e-2","1.98501e1","1.1502170e-1","1.74041e1","1.3454589e1","3800749","1925875","","2016-10-01T07:09:38.794642",""
"5.14112e1","1.00543e2","4.42804e2","9.1929788e-2","1.98386e1","1.1502265e-1","1.74019e1","1.3481445e1","3800374","1925696","","2016-10-01T07:09:44.781983",""
"5.14112e1","1.00543e2","4.42805e2","9.1929912e-2","1.98390e1","1.1502432e-1","1.74023e1","1.3488159e1","3800071","1925676","","2016-10-01T07:09:50.767958",""
"5.14112e1","1.00543e2","4.42783e2","9.1926574e-2","1.98370e1","1.1501646e-1","1.74007e1","1.3488159e1","3799930","1925636","","2016-10-01T07:10:02.732071",""
"5.14112e1","1.00566e2","4.42680e2","9.1931343e-2","1.98307e1","1.1501491e-1","1.73991e1","1.3501586e1","3800411","1925516","","2016-10-01T07:20:08.811707",""
"5.14112e1","1.00566e2","4.42698e2","9.1933965e-2","1.98309e1","1.1501574e-1","1.73993e1","1.3508300e1","3800029","1925686","","2016-10-01T07:20:14.791974",""
"5.14112e1","1.00543e2","4.42806e2","9.1930027e-2","1.98365e1","1.1501455e-1","1.74003e1","1.3501586e1","3799869","1925562","","2016-10-01T07:20:20.769463",""
"5.14112e1","1.00566e2","4.42697e2","9.1933841e-2","1.98305e1","1.1501407e-1","1.73990e1","1.3508300e1","3800423","1925632","","2016-10-01T07:20:26.752245",""
"5.14112e1","1.00543e2","4.42854e2","9.1937179e-2","1.98359e1","1.1501228e-1","1.73998e1","1.3501586e1","3800206","1925583","","2016-10-01T07:20:32.736536",""
"5.14112e1","1.00566e2","4.42721e2","9.1937303e-2","1.98302e1","1.1501300e-1","1.73988e1","1.3501586e1","3799920","1925685","","2016-10-01T07:20:38.713261",""
"5.14112e1","1.00521e2","4.42983e2","9.1936225e-2","1.98415e1","1.1501109e-1","1.74008e1","1.3501586e1","3800028","1925542","","2016-10-01T07:20:44.694434",""
"5.14112e1","1.00543e2","4.42823e2","9.1932535e-2","1.98358e1","1.1501193e-1","1.73997e1","1.3481445e1","3799901","1925585","","2016-10-01T07:20:50.675241",""
"5.14112e1","1.00557e2","4.42489e2","9.1894979e-2","1.98060e1","1.1490893e-1","1.73780e1","1.3501586e1","3799857","1925527","","2016-10-01T07:21:08.612478",""
"5.14112e1","1.00579e2","4.42359e2","9.1895694e-2","1.97998e1","1.1490797e-1","1.73766e1","1.3501586e1","3800041","1925557","","2016-10-01T07:21:14.588977",""
"5.14112e1","1.00557e2","4.42507e2","9.1897726e-2","1.98056e1","1.1490738e-1","1.73777e1","1.3488159e1","3800262","1925600","","2016-10-01T07:21:20.567614",""
"5.14112e1","1.00557e2","4.42527e2","9.1900701e-2","1.98056e1","1.1490738e-1","1.73777e1","1.3481445e1","3800273","1925660","","2016-10-01T07:21:26.546472",""
"5.14112e1","1.00535e2","4.42675e2","9.1902608e-2","1.98117e1","1.1490833e-1","1.73791e1","1.3481445e1","3799789","1925630","","2016-10-01T07:21:32.524773",""
"5.14112e1","1.00557e2","4.42518e2","9.1899271e-2","1.98058e1","1.1490845e-1","1.73779e1","1.3481445e1","3799863","1925629","","2016-10-01T07:21:38.510875",""
"5.14112e1","1.00535e2","4.42655e2","9.1899747e-2","1.98119e1","1.1490905e-1","1.73792e1","1.3481445e1","3800330","1925608","","2016-10-01T07:31:44.602359",""
"5.14112e1","1.00557e2","4.42555e2","9.1904754e-2","1.98060e1","1.1490905e-1","1.73780e1","1.3481445e1","3799363","1925416","","2016-10-01T07:31:50.584953",""
"5.14112e1","1.00557e2","4.42548e2","9.1903800e-2","1.98059e1","1.1490869e-1","1.73780e1","1.3488159e1","3800033","1925596","","2016-10-01T07:31:56.563369",""
"5.14112e1","1.00579e2","4.42399e2","9.1901655e-2","1.97998e1","1.1490774e-1","1.73766e1","1.3488159e1","3799944","1925624","","2016-10-01T07:32:02.538501",""
"5.14112e1","1.00549e2","4.42636e2","9.1908931e-2","1.97825e1","1.1480796e-1","1.73579e1","1.3481445e1","3800250","1925749","","2016-10-01T07:32:20.483163",""
"5.14112e1","1.00571e2","4.42492e2","9.1907501e-2","1.97761e1","1.1480617e-1","1.73563e1","1.3488159e1","3799893","1925506","","2016-10-01T07:32:26.459853",""
"5.14112e1","1.00571e2","4.42498e2","9.1908330e-2","1.97761e1","1.1480581e-1","1.73563e1","1.3481445e1","3800044","1925667","","2016-10-01T07:32:32.435417",""
"5.14112e1","1.00593e2","4.42377e2","9.1910362e-2","1.97703e1","1.1480629e-1","1.73552e1","1.3488159e1","3800019","1925601","","2016-10-01T07:32:38.417193",""
"5.14112e1","1.00571e2","4.42508e2","9.1909885e-2","1.97761e1","1.1480605e-1","1.73563e1","1.3494873e1","3800090","1925509","","2016-10-01T07:32:44.392658",""
"5.14112e1","1.00593e2","4.42365e2","9.1908569e-2","1.97702e1","1.1480581e-1","1.73551e1","1.3508300e1","3799963","1925600","","2016-10-01T07:32:50.372357",""
"5.14112e1","1.00593e2","4.42395e2","9.1912984e-2","1.97698e1","1.1480426e-1","1.73548e1","1.3508300e1","3800142","1925502","","2016-10-01T07:32:56.350848",""
"5.14112e1","1.00571e2","4.42527e2","9.1912746e-2","1.97762e1","1.1480641e-1","1.73564e1","1.3468017e1","3799621","1925603","","2016-10-01T07:33:02.328906",""
"5.14112e1","1.00571e2","4.42531e2","9.1913223e-2","1.97761e1","1.1480605e-1","1.73563e1","1.3501586e1","3800248","1925631","","2016-10-01T07:33:08.309331",""
"5.14112e1","1.00593e2","4.42478e2","9.1925382e-2","1.97670e1","1.1479318e-1","1.73525e1","1.3501586e1","3799846","1925674","","2016-10-01T07:43:26.357042",""
"5.14112e1","1.00571e2","4.42601e2","9.1923589e-2","1.97726e1","1.1479210e-1","1.73535e1","1.3501586e1","3800233","1925545","","2016-10-01T07:43:32.334494",""
"5.14112e1","1.00549e2","4.42729e2","9.1922636e-2","1.97787e1","1.1479318e-1","1.73549e1","1.3501586e1","3800017","1925649","","2016-10-01T07:43:38.311272",""
"5.14112e1","1.00549e2","4.42732e2","9.1923112e-2","1.97787e1","1.1479318e-1","1.73549e1","1.3488159e1","3799948","1925586","","2016-10-01T07:43:44.289391",""
"5.14112e1","1.00549e2","4.42729e2","9.1922636e-2","1.97782e1","1.1479115e-1","1.73545e1","1.3481445e1","3800121","1925484","","2016-10-01T07:43:50.267709",""
"5.14112e1","1.00549e2","4.42756e2","9.1926689e-2","1.97781e1","1.1479067e-1","1.73544e1","1.3481445e1","3800571","1925636","","2016-10-01T07:43:56.250231",""
"5.14112e1","1.00571e2","4.42586e2","9.1921443e-2","1.97725e1","1.1479175e-1","1.73534e1","1.3481445e1","3799848","1925684","","2016-10-01T07:44:02.230113",""
"5.14112e1","1.00571e2","4.42591e2","9.1922159e-2","1.97718e1","1.1478900e-1","1.73528e1","1.3481445e1","3800056","1925457","","2016-10-01T07:44:08.214293",""
"5.14112e1","1.00571e2","4.42577e2","9.1920013e-2","1.97718e1","1.1478900e-1","1.73528e1","1.3481445e1","3799875","1925573","","2016-10-01T07:44:14.189503",""
"5.14112e1","1.00571e2","4.42571e2","9.1919183e-2","1.97718e1","1.1478924e-1","1.73529e1","1.3488159e1","3800288","1925688","","2016-10-01T07:44:20.174753",""
"5.14112e1","1.00598e2","4.42648e2","9.1954946e-2","1.97450e1","1.1471223e-1","1.73357e1","1.3468017e1","3800349","1925622","","2016-10-01T07:44:38.121210",""
"5.14112e1","1.00576e2","4.42792e2","9.1956377e-2","1.97503e1","1.1471021e-1","1.73365e1","1.3481445e1","3800343","1925514","","2016-10-01T07:44:44.102646",""
"5.14112e1","1.00576e2","4.42809e2","9.1958875e-2","1.97505e1","1.1471068e-1","1.73366e1","1.3481445e1","3800243","1925741","","2016-10-01T07:44:50.086742",""
"5.14112e1","1.00598e2","4.42657e2","9.1956377e-2","1.97445e1","1.1471033e-1","1.73353e1","1.3488159e1","3799999","1925559","","2016-10-01T07:54:56.172589",""
"5.14112e1","1.00598e2","4.42652e2","9.1955661e-2","1.97446e1","1.1471068e-1","1.73354e1","1.3481445e1","3800121","1925542","","2016-10-01T07:55:02.157101",""
"5.14112e1","1.00598e2","4.42676e2","9.1959114e-2","1.97444e1","1.1470973e-1","1.73352e1","1.3488159e1","3800372","1925578","","2016-10-01T07:55:08.133136",""
"5.14112e1","1.00598e2","4.42644e2","9.1954469e-2","1.97446e1","1.1471068e-1","1.73354e1","1.3481445e1","3799909","1925561","","2016-10-01T07:55:14.108433",""
"5.14112e1","1.00621e2","4.42508e2","9.1954231e-2","1.97389e1","1.1471128e-1","1.73343e1","1.3488159e1","3799925","1925509","","2016-10-01T07:55:20.090807",""
"5.14112e1","1.00598e2","4.42642e2","9.1954107e-2","1.97445e1","1.1471033e-1","1.73353e1","1.3494873e1","3800371","1925600","","2016-10-01T07:55:26.070182",""
"5.14112e1","1.00598e2","4.42646e2","9.1954708e-2","1.97445e1","1.1471033e-1","1.73353e1","1.3501586e1","3799770","1925570","","2016-10-01T07:55:32.046160",""
"5.14112e1","1.00626e2","4.42619e2","9.1975088e-2","1.97132e1","1.1461544e-1","1.73145e1","1.3481445e1","3799787","1925580","","2016-10-01T07:55:49.988655",""
"5.14112e1","1.00626e2","4.42610e2","9.1973781e-2","1.97130e1","1.1461496e-1","1.73144e1","1.3488159e1","3800297","1925536","","2016-10-01T07:55:55.966880",""
"5.14112e1","1.00626e2","4.42630e2","9.1976642e-2","1.97132e1","1.1461579e-1","1.73146e1","1.3481445e1","3799815","1925688","","2016-10-01T07:56:01.944000",""
"5.14112e1","1.00648e2","4.42517e2","9.1979856e-2","1.97073e1","1.1461555e-1","1.73133e1","1.3481445e1","3800117","1925553","","2016-10-01T07:56:07.921960",""
"5.14112e1","1.00626e2","4.42661e2","9.1981287e-2","1.97128e1","1.1461424e-1","1.73143e1","1.3494873e1","3800403","1925582","","2016-10-01T07:56:13.910008",""
"5.14112e1","1.00626e2","4.42654e2","9.1980218e-2","1.97129e1","1.1461448e-1","1.73143e1","1.3501586e1","3800056","1925546","","2016-10-01T07:56:19.900781",""
"5.14112e1","1.00648e2","4.42511e2","9.1978902e-2","1.97070e1","1.1461412e-1","1.73130e1","1.3501586e1","3800063","1925477","","2016-10-01T07:56:25.884335",""
"5.14112e1","1.00648e2","4.42503e2","9.1977834e-2","1.97071e1","1.1461460e-1","1.73131e1","1.3494873e1","3798696","1925201","","2016-10-01T08:06:31.967231",""
"5.14112e1","1.00648e2","4.42474e2","9.1973543e-2","1.97078e1","1.1461734e-1","1.73137e1","1.3508300e1","3800222","1925787","","2016-10-01T08:06:37.955559",""
"5.14112e1","1.00626e2","4.42622e2","9.1975450e-2","1.97135e1","1.1461687e-1","1.73148e1","1.3508300e1","3800072","1925631","","2016-10-01T08:06:43.935480",""
"5.14112e1","1.00648e2","4.42784e2","9.2019195e-2","1.96825e1","1.1451792e-1","1.72934e1","1.3494873e1","3799952","1925477","","2016-10-01T08:07:01.891157",""
"5.14112e1","1.00648e2","4.42801e2","9.2021703e-2","1.96822e1","1.1451673e-1","1.72932e1","1.3501586e1","3800044","1925578","","2016-10-01T08:07:07.880112",""
"5.14112e1","1.00648e2","4.42816e2","9.2023963e-2","1.96824e1","1.1451756e-1","1.72933e1","1.3501586e1","3800403","1925547","","2016-10-01T08:07:13.861686",""
"5.14112e1","1.00648e2","4.42818e2","9.2024202e-2","1.96824e1","1.1451745e-1","1.72933e1","1.3508300e1","3800249","1925579","","2016-10-01T08:07:19.837216",""
"5.14112e1","1.00626e2","4.42951e2","9.2023963e-2","1.96882e1","1.1451745e-1","1.72945e1","1.3508300e1","3799945","1925642","","2016-10-01T08:07:25.822133",""
"5.14112e1","1.00626e2","4.42922e2","9.2019796e-2","1.96875e1","1.1451470e-1","1.72939e1","1.3501586e1","3800004","1925472","","2016-10-01T08:07:31.798329",""
"5.14112e1","1.00648e2","4.42824e2","9.2025156e-2","1.96815e1","1.1451399e-1","1.72926e1","1.3508300e1","3800548","1925554","","2016-10-01T08:07:37.777703",""
"5.14112e1","1.00626e2","4.42918e2","9.2019081e-2","1.96873e1","1.1451363e-1","1.72937e1","1.3474731e1","3798748","1925363","","2016-10-01T08:07:43.762458",""
"5.14112e1","1.00604e2","4.43056e2","9.2019672e-2","1.96931e1","1.1451375e-1","1.72949e1","1.3481445e1","3800218","1925595","","2016-10-01T08:07:49.737728",""
"5.14112e1","1.00626e2","4.42919e2","9.2019319e-2","1.96852e1","1.1450552e-1","1.72921e1","1.3474731e1","3800195","1925562","","2016-10-01T08:18:07.786335",""
"5.14112e1","1.00626e2","4.42898e2","9.2016220e-2","1.96858e1","1.1450767e-1","1.72925e1","1.3488159e1","3799893","1925662","","2016-10-01T08:18:13.762513",""
"5.14112e1","1.00626e2","4.42908e2","9.2017650e-2","1.96858e1","1.1450767e-1","1.72925e1","1.3481445e1","3800224","1925598","","2016-10-01T08:18:19.738837",""
"5.14112e1","1.00604e2","4.43043e2","9.2017765e-2","1.96915e1","1.1450719e-1","1.72936e1","1.3488159e1","3800150","1925597","","2016-10-01T08:18:25.712253",""
"5.14112e1","1.00626e2","4.42892e2","9.2015266e-2","1.96852e1","1.1450541e-1","1.72920e1","1.3494873e1","3799985","1925561","","2016-10-01T08:18:31.694577",""
"5.14112e1","1.00626e2","4.42889e2","9.2014789e-2","1.96852e1","1.1450552e-1","1.72921e1","1.3494873e1","3800244","1925587","","2016-10-01T08:18:37.672678",""
"5.14112e1","1.00648e2","4.42787e2","9.2019672e-2","1.96794e1","1.1450576e-1","1.72909e1","1.3501586e1","3800215","1925615","","2016-10-01T08:18:43.660701",""
"5.14112e1","1.00648e2","4.42770e2","9.2017173e-2","1.96795e1","1.1450588e-1","1.72909e1","1.3501586e1","3799849","1925581","","2016-10-01T08:18:49.639525",""
"5.14112e1","1.00626e2","4.42922e2","9.2019672e-2","1.96859e1","1.1450839e-1","1.72927e1","1.3508300e1","3800489","1925687","","2016-10-01T08:18:55.615325",""
"5.14112e1","1.00626e2","4.42915e2","9.2018718e-2","1.96861e1","1.1450910e-1","1.72928e1","1.3501586e1","3800328","1925579","","2016-10-01T08:19:01.598033",""
"5.14112e1","1.00639e2","4.43357e2","9.2096328e-2","1.96605e1","1.1442244e-1","1.72744e1","1.3454589e1","3800237","1925596","","2016-10-01T08:19:19.530357",""
"5.14112e1","1.00639e2","4.43347e2","9.2094898e-2","1.96604e1","1.1442196e-1","1.72743e1","1.3488159e1","3800106","1925529","","2016-10-01T08:19:25.507155",""
"5.14112e1","1.00639e2","4.43371e2","9.2098350e-2","1.96602e1","1.1442136e-1","1.72741e1","1.3488159e1","3800249","1925598","","2016-10-01T08:19:31.486114",""
"5.14112e1","1.00639e2","4.43347e2","9.2094774e-2","1.96602e1","1.1442136e-1","1.72741e1","1.3501586e1","3799690","1925509","","2016-10-01T08:19:37.467786",""
"5.14112e1","1.00639e2","4.43345e2","9.2094535e-2","1.96598e1","1.1441969e-1","1.72738e1","1.3501586e1","3800353","1925543","","2016-10-01T08:29:43.448105",""
"5.14112e1","1.00639e2","4.43339e2","9.2093706e-2","1.96598e1","1.1441969e-1","1.72738e1","1.3508300e1","3799930","1925492","","2016-10-01T08:29:49.431521",""
"5.14112e1","1.00639e2","4.43326e2","9.2091798e-2","1.96605e1","1.1442244e-1","1.72744e1","1.3501586e1","3800027","1925710","","2016-10-01T08:29:55.413453",""
"5.14112e1","1.00662e2","4.43164e2","9.2087745e-2","1.96547e1","1.1442267e-1","1.72732e1","1.3481445e1","3799515","1925428","","2016-10-01T08:30:01.391512",""
"5.14112e1","1.00639e2","4.43339e2","9.2093706e-2","1.96606e1","1.1442291e-1","1.72745e1","1.3508300e1","3800221","1925607","","2016-10-01T08:30:07.368835",""
"5.14112e1","1.00639e2","4.43355e2","9.2096090e-2","1.96607e1","1.1442303e-1","1.72745e1","1.3501586e1","3799826","1925544","","2016-10-01T08:30:13.352358",""
"5.14112e1","1.00689e2","4.43564e2","9.2171430e-2","1.96300e1","1.1435329e-1","1.72576e1","1.3501586e1","3800158","1925550","","2016-10-01T08:30:37.260129",""
"5.14112e1","1.00689e2","4.43569e2","9.2172145e-2","1.96296e1","1.1435174e-1","1.72573e1","1.3508300e1","3799991","1925436","","2016-10-01T08:30:43.235964",""
"5.14112e1","1.00667e2","4.43714e2","9.2173690e-2","1.96355e1","1.1435234e-1","1.72586e1","1.3508300e1","3800383","1925555","","2016-10-01T08:30:49.214601",""
"5.14112e1","1.00667e2","4.43701e2","9.2171783e-2","1.96349e1","1.1434984e-1","1.72581e1","1.3501586e1","3800149","1925442","","2016-10-01T08:30:55.190099",""
"5.14112e1","1.00689e2","4.43560e2","9.2170829e-2","1.96292e1","1.1435031e-1","1.72570e1","1.3508300e1","3800001","1925534","","2016-10-01T08:31:01.173111",""
"5.14112e1","1.00667e2","4.43685e2","9.2169399e-2","1.96351e1","1.1435055e-1","1.72582e1","1.3508300e1","3799788","1925579","","2016-10-01T08:31:07.163139",""
"5.14112e1","1.00667e2","4.43700e2","9.2171669e-2","1.96351e1","1.1435043e-1","1.72582e1","1.3508300e1","3800879","1925693","","2016-10-01T08:31:13.144140",""
"5.14112e1","1.00667e2","4.43683e2","9.2169160e-2","1.96356e1","1.1435246e-1","1.72586e1","1.3481445e1","3799169","1925558","","2016-10-01T08:41:19.174402",""
"5.14112e1","1.00645e2","4.43836e2","9.2171783e-2","1.96416e1","1.1435329e-1","1.72600e1","1.3481445e1","3800269","1925578","","2016-10-01T08:41:25.151749",""
"5.14112e1","1.00645e2","4.43833e2","9.2171306e-2","1.96414e1","1.1435246e-1","1.72598e1","1.3481445e1","3799877","1925488","","2016-10-01T08:41:31.130471",""
"5.14112e1","1.00681e2","4.44094e2","9.2242116e-2","1.96134e1","1.1427938e-1","1.72429e1","1.3508300e1","3800389","1925446","","2016-10-01T08:41:43.084900",""
"5.14112e1","1.00681e2","4.44089e2","9.2241525e-2","1.96134e1","1.1427903e-1","1.72429e1","1.3501586e1","3799843","1925581","","2016-10-01T08:41:49.071459",""
"5.14112e1","1.00703e2","4.43961e2","9.2242479e-2","1.96073e1","1.1427807e-1","1.72415e1","1.3508300e1","3800282","1925520","","2016-10-01T08:41:55.050754",""
"5.14112e1","1.00681e2","4.44106e2","9.2244024e-2","1.96130e1","1.1427760e-1","1.72426e1","1.3508300e1","3800057","1925538","","2016-10-01T08:42:01.032200",""
"5.14112e1","1.00703e2","4.43968e2","9.2243432e-2","1.96070e1","1.1427688e-1","1.72412e1","1.3508300e1","3800153","1925482","","2016-10-01T08:42:07.012425",""
"5.14112e1","1.00681e2","4.44089e2","9.2241401e-2","1.96127e1","1.1427628e-1","1.72423e1","1.3481445e1","3799736","1925505","","2016-10-01T08:42:12.988560",""
"5.14112e1","1.00658e2","4.44223e2","9.2241287e-2","1.96185e1","1.1427652e-1","1.72435e1","1.3488159e1","3800014","1925565","","2016-10-01T08:42:18.963519",""
"5.14112e1","1.00681e2","4.44117e2","9.2245578e-2","1.96133e1","1.1427867e-1","1.72428e1","1.3454589e1","3800870","1925749","","2016-10-01T08:42:24.939806",""
"5.14112e1","1.00681e2","4.44128e2","9.2247247e-2","1.96132e1","1.1427855e-1","1.72428e1","1.3481445e1","3800048","1925534","","2016-10-01T08:42:30.918655",""
"5.14112e1","1.00681e2","4.44118e2","9.2245817e-2","1.96130e1","1.1427783e-1","1.72426e1","1.3481445e1","3800060","1925616","","2016-10-01T08:42:36.895311",""
"5.14112e1","1.00681e2","4.44224e2","9.2261428e-2","1.96141e1","1.1428201e-1","1.72435e1","1.3494873e1","3799887","1925527","","2016-10-01T08:53:00.907952",""
"5.14112e1","1.00703e2","4.44078e2","9.2259883e-2","1.96087e1","1.1428344e-1","1.72426e1","1.3508300e1","3800011","1925523","","2016-10-01T08:53:06.888460",""
"5.14112e1","1.00681e2","4.44191e2","9.2256546e-2","1.96142e1","1.1428225e-1","1.72435e1","1.3508300e1","3799747","1925607","","2016-10-01T08:53:12.869339",""
"5.14112e1","1.00681e2","4.44178e2","9.2254638e-2","1.96138e1","1.1428081e-1","1.72432e1","1.3501586e1","3800272","1925553","","2016-10-01T08:53:18.857019",""
"5.14112e1","1.00681e2","4.44181e2","9.2255115e-2","1.96146e1","1.1428403e-1","1.72439e1","1.3508300e1","3800134","1925589","","2016-10-01T08:53:24.846121",""
"5.14112e1","1.00681e2","4.44166e2","9.2252845e-2","1.96149e1","1.1428499e-1","1.72441e1","1.3501586e1","3799604","1925577","","2016-10-01T08:53:30.832073",""
"5.14112e1","1.00681e2","4.44166e2","9.2252845e-2","1.96145e1","1.1428368e-1","1.72438e1","1.3508300e1","3800173","1925571","","2016-10-01T08:53:36.816715",""
"5.14112e1","1.00681e2","4.44162e2","9.2252254e-2","1.96148e1","1.1428487e-1","1.72440e1","1.3481445e1","3800197","1925529","","2016-10-01T08:53:42.806091",""
"5.14112e1","1.00636e2","4.44430e2","9.2252016e-2","1.96267e1","1.1428582e-1","1.72466e1","1.3488159e1","3799936","1925495","","2016-10-01T08:53:48.792596",""
"5.14112e1","1.00717e2","4.44494e2","9.2333555e-2","1.95864e1","1.1420989e-1","1.72268e1","1.3474731e1","3800199","1925625","","2016-10-01T08:54:06.730981",""
"5.14112e1","1.00717e2","4.44496e2","9.2333908e-2","1.95862e1","1.1420905e-1","1.72266e1","1.3494873e1","3799797","1925387","","2016-10-01T08:54:12.716899",""
"5.14112e1","1.00717e2","4.44477e2","9.2331047e-2","1.95859e1","1.1420786e-1","1.72264e1","1.3508300e1","3799845","1925597","","2016-10-01T08:54:18.700737",""
"5.14112e1","1.00694e2","4.44607e2","9.2330331e-2","1.95918e1","1.1420822e-1","1.72276e1","1.3501586e1","3800245","1925517","","2016-10-01T08:54:24.686608",""
"5.14112e1","1.00717e2","4.44498e2","9.2334146e-2","1.95855e1","1.1420631e-1","1.72261e1","1.3508300e1","3800158","1925432","","2016-10-01T09:04:30.729981",""
"5.14112e1","1.00694e2","4.44607e2","9.2330331e-2","1.95913e1","1.1420631e-1","1.72273e1","1.3501586e1","3799823","1925497","","2016-10-01T09:04:36.710870",""
